Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,CLTV,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Number_of_Services,Tenure_Group,Monthly_to_Total_Ratio
0,1,1,1,-1.2774445836787656,0,1,-0.9991286070188055,-0.9904707864349476,1,0.06399489680541247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.9719887955182073
1,1,1,1,-1.1960038562387048,1,1,0.682609957149311,-0.8889545968618547,1,0.4511549906862214,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0.32091798344620015
0,1,0,1,1.369379058123207,1,1,1.2526063282062914,1.9127113503588755,1,0.24320437257556857,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,6,5,0.015484836347422596
0,1,0,1,-0.46303730927815856,1,1,1.3174164112127704,-0.03506711703029224,1,0.9887834179966897,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6,2,0.04742759795570699
1,1,1,1,-1.2774445836787656,1,1,1.1628692901973208,-0.9617718375791036,1,-0.15748096475959175,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,1,0.9900744416873449
1,1,1,1,-1.1552834925186746,1,1,0.32033821111309646,-0.8735573130022243,1,-0.6486163676957271,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,1,0.24742268041237117
0,1,1,1,-0.9516816739185228,1,1,0.3153528201125979,-0.7235771798193781,1,0.8391604122829273,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0.11589791617888083
1,1,1,1,-1.2774445836787656,1,1,-0.16324471593524553,-0.9793750360318042,1,-0.3240105247912934,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0.9835661462612982
0,0,1,1,-1.2774445836787656,1,1,0.16080569909714826,-0.9750735025753172,1,-0.8134552722956347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9858356940509915
1,1,1,1,-0.9516816739185228,0,1,-0.6435040489832552,-0.821012427395291,1,0.5306157959805359,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0.1081467365412101
0,1,1,1,-1.2774445836787656,1,0,-1.504314895069307,-0.997176766797881,1,0.68531076798968,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.9512195121951219
1,1,1,1,-1.2774445836787656,1,1,0.17077648109814536,-0.974941147699733,1,-0.8886894390104645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9858956276445698
0,1,1,1,-1.2367242199587352,1,1,0.7440964461554579,-0.9247124724155233,1,-0.21242726629289432,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0.4717185385656293
0,1,0,1,-1.1960038562387048,1,1,0.6643301901474837,-0.888932537715924,1,-2.0172019397329097,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0.31878879067143123
1,1,1,1,-0.748079855318371,1,1,0.8371570781647607,-0.48588988241605885,1,0.8983333523957147,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,2,0.07626759369170764
0,0,1,1,0.35136996512244845,1,1,1.609892683242008,1.0631474631297309,1,-0.8624842798176586,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,7,3,0.02413388764524038
1,0,1,1,-0.7888002190384014,1,1,0.8554368451665879,-0.4758529710175892,1,0.8400057399988242,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,2,0.07528178679865241
1,1,1,1,-1.2367242199587352,1,0,0.4732235351283796,-0.9424039074519468,1,0.708979944034795,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.5461458693397857
0,1,1,1,-0.5851984004382496,1,0,-1.4827115340671475,-0.8333434899705537,1,0.4486190075385305,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,2,0.05142273829271404
1,1,1,1,-1.2774445836787656,1,1,0.22893937610395967,-0.9741690775921583,1,-1.7103479788623122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9862353750860289
0,1,1,1,-1.1552834925186746,1,0,-1.4760643460664828,-0.9715881575182662,1,1.3387490923780323,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.2592356687898089
0,1,1,1,0.22920887396235737,1,1,0.6477122201458225,0.43446180410471014,1,-1.280921499186655,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,4,3,0.025800030623181747
0,1,1,1,-0.8295205827584317,1,0,0.4433111891253892,-0.5878472549077658,1,0.28800674151810757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0.08235790361699884
0,1,0,1,-0.5444780367182193,1,0,0.827186296163764,-0.22883465488558288,1,-1.1448237369272443,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,2,0.050878238415481974
0,1,1,1,-0.9109613101984924,1,1,1.1279715531938321,-0.5763985581697312,1,0.981175468553617,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,1,0.10130869899923017
0,1,1,1,-1.2774445836787656,1,0,0.3851482941195749,-0.9720955178746724,1,1.025132509780259,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.9870717517776342
0,1,1,1,-0.38159658183809786,1,1,0.47820892612887816,-0.2659381383410244,1,0.6895374065691648,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0.04717065466789833
1,0,0,1,-0.015113308357824713,1,1,0.6726391751483144,0.159847496413395,1,0.15529029012228443,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0.03215981536482473
1,0,0,1,-0.015113308357824713,1,0,0.682609957149311,0.16825203101299252,1,-1.4271631940368297,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0.03204237256301416
0,1,1,1,-0.055833672077855064,1,1,0.7241548821534641,0.18426697095868258,1,-0.17100620821394316,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,0.032074562703824486
1,1,1,1,-0.5444780367182193,1,1,0.3020584441112687,-0.37731476614514126,1,-1.8168592710653295,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0.051806383725008766
1,0,0,1,1.002895784642934,0,1,-0.6617838159850825,0.129361756737164,1,0.6523429870696985,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,0.017424580897064824
1,0,1,1,-1.2774445836787656,1,0,-0.6534748309842519,-0.9858824840813615,1,0.08343743427104261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9783080260303688
1,1,1,1,-0.3408762181180675,1,1,1.0382345151848615,-0.06939114809846539,1,-1.126226527177511,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4,2,0.0452094468906732
1,1,1,1,-1.2774445836787656,1,0,-1.4860351280674797,-0.9969341161926433,1,0.26180158232530176,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.9524940617577197
1,1,0,1,1.3286586944031769,1,0,1.4586691562268908,2.0551251964874906,1,1.453713661740019,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,7,5,0.01565798860058078
1,1,1,1,-0.9109613101984924,1,1,-0.6385186579827569,-0.8281595906768386,1,-0.2563843075195364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.11285926660059463
0,1,0,1,-1.2367242199587352,0,1,-0.9858342310174765,-0.9754485080561391,1,-1.4854908064337202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0.503225806451613
1,1,1,1,-1.2774445836787656,1,0,-0.6169152969805971,-0.985397182870886,1,-0.197211367406749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.978813559322034
0,1,1,1,-1.2774445836787656,1,0,-0.6518130339840859,-0.9858604249354307,1,1.206877968698106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9783315276273022
1,0,1,1,-1.2774445836787656,0,1,-0.7132995229902325,-0.9866766133348666,1,0.48327744389030597,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,0.9774266365688488
0,0,1,1,0.22920887396235737,1,1,-0.2529817539442163,-0.012831497932144099,1,-1.0907227631098386,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0.02538138698287922
0,1,0,1,-0.5444780367182193,1,1,0.2804550831091094,-0.3699911296961481,1,0.26856420405247744,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0.050759309340545046
1,1,1,1,0.7992939660427822,1,1,0.684271754149477,0.908336376988061,1,1.6920960776229625,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,0.019667711309798136
0,1,1,1,-1.2774445836787656,1,0,-0.6252242819814278,-0.9855074786005396,1,0.4122699157549611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.9787007454739084
0,1,1,1,-1.1960038562387048,1,0,0.6310942501441613,-0.8966973570835313,1,0.3818381179826704,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0.337361530715005
1,1,1,1,-1.2774445836787656,1,1,0.17576187209864347,-0.9748749702619408,1,-1.4381524543434903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9859254046446164
1,1,1,1,-1.2367242199587352,1,1,0.7058751151516368,-0.9327861198261606,1,0.12316783691819985,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0.5166716731751277
0,0,0,1,0.10704778280226633,1,1,1.1877962451998125,0.6060157820077833,1,0.2913880523816954,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6,3,0.027501470849809133
0,1,1,1,-0.6666391278783103,1,0,0.2621753161072821,-0.47887507401009555,1,-1.3105079692430488,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0.060779720572241284
0,1,0,1,-1.2774445836787656,1,1,-1.4544609850643233,-0.99651499241996,1,-0.5471770417880916,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0.9545454545454546
0,0,1,1,-1.2774445836787656,1,0,-0.6534748309842519,-0.9858824840813615,1,-1.4034940179917148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.9783080260303688
1,0,0,1,-0.0965540357978854,1,1,-0.4773243489666429,-0.33187292552789416,1,0.33365443817654356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.03297350343473994
0,0,1,1,-1.1145631287986442,1,0,0.47156173812821356,-0.8388362173072986,1,-0.29273339930310577,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0.20809172377438062
1,1,1,1,0.9621754209229036,1,1,0.9867188081797118,1.255106151018704,1,0.36324090823293725,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,5,4,0.018427110972373966
0,1,1,1,0.47353105628253944,1,1,0.6659919871476498,0.6983112485818426,1,-0.34091707910923263,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0.02194872591269687
1,1,1,1,-1.2774445836787656,1,0,-0.4607063789649817,-0.9833236231533998,1,0.6007779963999837,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0.9807321772639692
1,1,0,1,0.6771328748826912,1,1,1.1645310871974868,1.1438618780901713,1,1.4266631748313163,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,4,0.02047830592290882
1,1,0,1,0.5956921474426305,1,1,1.4154624342225712,1.2526134675285345,1,-0.6596056280023876,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,6,3,0.020967001630875302
0,1,0,1,-0.055833672077855064,1,1,-1.502653098069141,-0.7150623494901269,1,-1.4482963869342538,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,3,0.029623456322448668
0,1,1,1,-1.1960038562387048,1,1,0.47654712912871167,-0.8970282442724917,1,0.7935127156244912,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0.3195959595959596
1,1,1,1,-0.9924020376385531,0,0,-1.304899255049372,-0.9108372696251116,1,0.9955460397238654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1179463459759482
0,1,1,1,-1.2367242199587352,1,0,0.531386430134194,-0.9354332173378449,1,-1.8802588497576016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0.503272047366781
1,1,0,1,1.3286586944031769,1,1,0.9003053641710731,1.615221708337422,1,0.9549703093608112,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0.015458148556426026
1,1,1,1,-1.2774445836787656,1,1,0.35191235411625243,-0.9725367007932865,1,0.7470196912501583,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.9869024230517355
1,1,1,1,-1.2774445836787656,1,1,0.35523594811658493,-0.972492582501425,1,0.9448263767700475,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.986919555264879
1,1,1,1,-0.3408762181180675,1,1,-0.5055748979694671,-0.47177202902040927,1,0.5111732585149057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.04090308733696549
1,1,1,1,1.4915401492832983,1,1,0.4599291591270504,1.3573944106993712,1,1.546699710488685,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,7,5,0.014671158853559062
0,1,0,1,-1.0331224013585834,1,1,0.5430190091353566,-0.7513717036920632,1,-0.9825208154750273,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.14039643382671166
1,1,0,1,-0.8702409464784621,1,1,0.3386179781149237,-0.6414950978112341,1,-1.9918421082560007,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.09066166686827144
1,0,1,1,-1.2774445836787656,1,1,0.9568064621767214,-0.9645071716745106,1,0.9600422756561929,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,0.9894235854045479
0,1,0,1,1.0436161483629645,1,1,1.2409737492051283,1.5907581155002728,1,0.012429906135697747,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,6,4,0.017345066594183202
0,1,0,1,-0.748079855318371,1,1,0.8687312211679171,-0.4503305391757665,1,0.6320551218881714,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0.07214285714285715
0,1,0,1,-0.8295205827584317,0,0,-1.181926277037079,-0.8694101935672524,1,-0.5522490080834733,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.09416317316994517
0,1,0,1,-0.30015585439803716,1,1,0.8105683261621028,-0.009699099209984387,1,1.22801116159553,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0.03946873270614278
1,0,0,1,1.0436161483629645,1,1,1.465316344227555,1.7680474713453287,1,0.28631608608631365,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,7,4,0.01731006241800183
0,0,1,1,-0.6666391278783103,1,1,0.6643301901474837,-0.41011671614409584,1,0.6219111892974079,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0.0627243459275432
0,1,0,1,-1.2774445836787656,1,1,-0.6335332669822583,-0.985617774330193,1,-1.0256325289857724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9785867237687366
0,0,1,1,-1.2774445836787656,1,1,0.1724382780983114,-0.9749190885538024,1,-1.0078806469519361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9859055673009162
0,1,0,1,-1.2367242199587352,0,0,-0.6700928009859131,-0.9629409723134308,1,0.9143945789977569,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0.454638124362895
1,1,1,1,-0.38159658183809786,1,1,0.3386179781149237,-0.25115851056745375,1,1.2652055810949965,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0.043793274708580444
0,1,1,1,1.002895784642934,1,1,1.0133075601823696,1.4051304024934113,1,1.1739101877781244,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,4,4,0.017427021488752484
1,1,1,1,-0.3408762181180675,1,1,0.8338334841644282,-0.05059675576550671,1,-1.986770141960619,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,2,0.04148103691050529
0,1,0,1,0.6771328748826912,1,0,1.1861344481996465,1.1744579134960558,1,-0.13972908272575554,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,5,4,0.020322489277332687
1,1,1,1,-1.1145631287986442,1,0,-0.5853411539774409,-0.9073298654221298,1,-1.3045906752317702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.21035021191166628
1,1,1,1,-1.2367242199587352,1,1,0.5131066631323666,-0.9258816071498507,1,-1.7044306848510336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0.44041735310269087
0,1,1,1,-1.1552834925186746,1,1,0.7424346491552913,-0.8551379261500878,1,1.003153989166938,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,0.2543436998101913
1,1,1,1,-1.1145631287986442,1,1,0.37019212111808014,-0.8479466445766788,1,-0.7441383995920838,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.2115679442508711
0,1,0,1,0.5956921474426305,1,1,1.1296333501939984,0.9944111644096619,1,0.18741274332636904,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,6,3,0.02177652325401901
0,1,1,1,-0.9109613101984924,1,0,0.720831288153132,-0.639223005780372,1,1.0978306933473978,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0.10392498647592716
0,1,1,1,-1.2774445836787656,1,1,-0.6468276429835875,-0.9857942474976384,1,-1.1422877537795533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.978401727861771
1,1,0,1,1.4100994218432374,1,0,1.3074456292117733,2.1005229188128767,1,0.3860647565621553,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,6,5,0.01478304706859703
0,0,0,1,-1.1145631287986442,1,1,0.5396954151350245,-0.8418142020079434,1,-0.09577204149911347,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0.21736213605259627
1,1,0,1,1.4100994218432374,1,1,0.85876043916692,1.6660900988536218,1,-0.0053219758981384695,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4,5,0.014957529531215175
0,1,0,1,-0.7073594915983407,1,0,0.7773323861587803,-0.3922708670861576,1,-1.5860848046254588,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,2,0.06334435182523715
1,1,1,1,-1.2774445836787656,1,1,-1.481049737066981,-0.9968679387548512,1,-0.0636495882950289,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.9528301886792453
0,1,0,1,-0.2594354906780068,1,1,0.8654076271675846,0.03620598347180756,1,-1.4871814618655141,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,3,0.03842898256306077
1,1,1,1,-0.4223169455581282,1,1,0.48485611412954227,-0.24237897048703422,1,0.26856420405247744,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0.045831287723452796
1,0,1,1,-0.46303730927815856,1,1,1.0648232671875193,-0.11004615404875,1,-0.0704122100222046,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,2,0.04765421158863782
1,1,0,1,0.5956921474426305,1,1,0.6177998741428321,0.7876287304552568,1,-1.5928474263526344,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0.020499262174126905
0,1,1,1,-1.2367242199587352,1,1,-0.5105602889699654,-0.958771793732528,1,0.6041593072635716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.4593212459321246
0,1,0,1,-0.4223169455581282,1,1,0.47987072312904416,-0.23690830229621995,1,-0.8371244483407497,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,6,2,0.04541935483870968
1,1,0,1,-1.0331224013585834,1,0,-0.533825446972291,-0.8556673456524246,1,-1.1972340553128558,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.1427106227106227
0,1,1,1,-1.2774445836787656,1,1,1.0249401391835322,-0.9636027466913519,1,-0.26145627381491815,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,0.989648033126294
0,1,1,1,0.6771328748826912,1,1,-0.16656830993557784,0.288783204378351,1,1.3573463021277654,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0.020355670629918575
0,0,1,1,0.43281069256250915,1,1,1.4420511862252297,1.0239704199568032,1,-1.3248785404132972,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,6,3,0.023502183975487322
0,1,1,1,-1.2774445836787656,1,0,0.21896859410296257,-0.9743014324677426,1,-1.5057786716152473,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9861782999308915
0,1,1,1,-1.2774445836787656,1,1,-1.4827115340671475,-0.9968899979007819,1,0.4553816292657062,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.9527186761229315
1,1,1,1,-1.2774445836787656,1,0,0.1657910900976468,-0.9750073251375251,1,-1.2673962557323037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9858657243816255
0,0,0,1,-0.015113308357824713,1,1,0.9451738831755587,0.28732730074692453,1,0.7157425657619707,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,3,0.031787175989085946
1,1,0,1,-0.62591876415828,1,0,0.534710024134526,-0.3877487421703636,1,0.6540336425014924,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0.057673788208438846
0,1,1,1,-1.1552834925186746,0,1,-1.034026344022294,-0.9449627683799083,1,-1.5531170237054772,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.24234785740007203
1,1,1,1,-1.2774445836787656,1,1,0.5047976781315361,-0.9705072593676618,1,0.3505609924944828,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.9876466954910439
0,1,1,1,-1.2774445836787656,1,0,-1.5109620830699715,-0.9972650033816037,1,-0.9842114709068213,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0.9507389162561576
0,1,0,1,0.18848851024232702,1,1,1.1445895231954935,0.6506855525174559,1,-0.6773575100362238,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,6,3,0.026413888593034403
0,1,0,1,-0.9924020376385531,1,1,0.6792863631489789,-0.7289816705724003,1,-1.2792308437548612,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0.13558243157224698
0,1,1,1,-1.1960038562387048,1,0,0.3485887601159204,-0.899013567406255,1,1.2660509088108933,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.3096707818930041
1,1,1,1,-1.2774445836787656,1,0,-0.34604238595351905,-0.9818015420841815,1,-0.15917162019138567,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0.98193315266486
1,1,0,1,-1.1145631287986442,0,1,-1.3231790220511994,-0.9614850686820045,1,1.2381550941862935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.24605522682445757
1,1,0,1,0.3106496014024181,0,1,-0.7448736659933887,-0.24851141305576946,1,0.8636749160439392,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3,3,0.02465865090686774
1,1,1,1,-1.2774445836787656,1,1,0.3502505571160864,-0.972558759939217,1,-0.6798934931839147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.9868938401048493
1,1,1,1,0.758573602322752,1,1,0.9983513871808745,1.128486653376472,1,0.5695008709117961,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,5,4,0.019592444095399494
0,0,1,1,-1.2774445836787656,1,1,0.19237984210030468,-0.9746543788026337,1,-1.9056186812345106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9860237596086653
0,1,0,1,0.025607055362205634,1,0,0.7108605061521354,0.20557610592774106,1,-0.899678699317125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0.03136491062001675
0,1,0,1,-0.0965540357978854,1,1,0.6726391751483144,0.1519944404620648,1,-0.5936700661624245,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0.032377868774402435
0,1,1,1,-1.2367242199587352,1,0,0.5247392421335293,-0.9245580583940085,1,-1.305436002947667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0.4351701782820097
0,1,1,1,-1.2367242199587352,1,1,0.36686852711774764,-0.9348596795436466,1,0.7351851032276009,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.4686244204018547
1,0,0,1,-0.13727439951791576,1,1,1.1213243651931677,0.3195998312435423,1,0.6227565170133048,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,3,0.032777066036637104
